Metric,Mean,Median,P95,P99,Max
RTT (ms),6.0787007470716325,6.184014492395877,9.627107701887509,9.967888127205939,10.107157732783698
Stress (N),341.77400061609467,259.69347408972783,860.6454931199567,2273.8083994761114,8328.553143143594
Error (m),0.09962933127931319,0.09743444249033928,0.12430592104792594,0.15029467374086378,0.2107170820236206
Jitter (ms),2.677341381822836,2.3940116373452596,6.186687838808087,7.066990127458075,9.466505815593921
