Episode,Reward,Collision,TotalDelay,Loss
819,9.95,0,177.00,0.0123
820,9.95,0,177.00,0.0123
821,9.95,0,177.00,0.0123
822,9.95,0,177.00,0.0123
823,9.95,0,177.00,0.0123
824,9.95,0,177.00,0.0123
825,9.95,0,177.00,0.0123
826,9.95,0,177.00,0.0123
827,9.95,0,177.00,0.0123
828,9.95,0,177.00,0.0123
829,9.95,0,177.00,0.0123
830,9.95,0,177.00,0.0123
831,9.95,0,177.00,0.0123
832,9.95,0,177.00,0.0123
833,9.95,0,177.00,0.0123
834,9.95,0,177.00,0.0123
835,9.95,0,177.00,0.0123
836,9.95,0,177.00,0.0123
837,9.95,0,177.00,0.0123
838,9.95,0,177.00,0.0123
839,9.95,0,177.00,0.0123
840,9.95,0,177.00,0.0123
841,9.95,0,177.00,0.0123
842,9.95,0,177.00,0.0123
843,9.95,0,177.00,0.0123
844,9.95,0,177.00,0.0123
845,9.95,0,177.00,0.0123
846,9.95,0,177.00,0.0123
847,9.95,0,177.00,0.0123
848,9.95,0,177.00,0.0123
849,9.95,0,177.00,0.0123
850,9.95,0,177.00,0.0123
851,9.95,0,177.00,0.0123
852,9.95,0,177.00,0.0123
853,9.95,0,177.00,0.0123
854,9.95,0,177.00,0.0123
855,9.95,0,177.00,0.0123
856,9.95,0,177.00,0.0123
857,9.95,0,177.00,0.0123
858,9.95,0,177.00,0.0123
859,9.95,0,177.00,0.0123
860,9.95,0,177.00,0.0123
861,9.95,0,177.00,0.0123
862,9.95,0,177.00,0.0123
863,9.95,0,177.00,0.0123
864,9.95,0,177.00,0.0123
865,9.95,0,177.00,0.0123
866,9.95,0,177.00,0.0123
867,9.95,0,177.00,0.0123
868,9.95,0,177.00,0.0123
869,9.95,0,177.00,0.0123
870,9.95,0,177.00,0.0123
871,9.95,0,177.00,0.0123
872,9.95,0,177.00,0.0123
873,9.95,0,177.00,0.0123
874,9.95,0,177.00,0.0123
875,9.95,0,177.00,0.0123
876,9.95,0,177.00,0.0123
877,9.95,0,177.00,0.0123
878,9.95,0,177.00,0.0123
879,9.95,0,177.00,0.0123
880,9.95,0,177.00,0.0123
881,9.95,0,177.00,0.0123
882,9.95,0,177.00,0.0123
883,9.95,0,177.00,0.0123
884,9.95,0,177.00,0.0123
885,9.95,0,177.00,0.0123
886,9.95,0,177.00,0.0123
887,9.95,0,177.00,0.0123
888,9.95,0,177.00,0.0123
889,9.95,0,177.00,0.0123
890,9.95,0,177.00,0.0123
891,9.95,0,177.00,0.0123
892,9.95,0,177.00,0.0123
893,9.95,0,177.00,0.0123
894,9.95,0,177.00,0.0123
895,9.95,0,177.00,0.0123
896,9.95,0,177.00,0.0123
897,9.95,0,177.00,0.0123
898,9.95,0,177.00,0.0123
899,9.95,0,177.00,0.0123
900,9.95,0,177.00,0.0123
901,9.95,0,177.00,0.0123
902,9.95,0,177.00,0.0123
903,9.95,0,177.00,0.0123
904,9.95,0,177.00,0.0123
905,9.95,0,177.00,0.0123
906,9.95,0,177.00,0.0123
907,9.95,0,177.00,0.0123
908,9.95,0,177.00,0.0123
909,9.95,0,177.00,0.0123
910,9.95,0,177.00,0.0123
911,9.95,0,177.00,0.0123
912,9.95,0,177.00,0.0123
913,9.95,0,177.00,0.0123
914,9.95,0,177.00,0.0123
915,9.95,0,177.00,0.0123
916,9.95,0,177.00,0.0123
917,9.95,0,177.00,0.0123
918,9.95,0,177.00,0.0123
919,9.95,0,177.00,0.0123
920,9.95,0,177.00,0.0123
921,9.95,0,177.00,0.0123
922,9.95,0,177.00,0.0123
923,9.95,0,177.00,0.0123
924,9.95,0,177.00,0.0123
925,9.95,0,177.00,0.0123
926,9.95,0,177.00,0.0123
927,9.95,0,177.00,0.0123
928,9.95,0,177.00,0.0123
929,9.95,0,177.00,0.0123
930,9.95,0,177.00,0.0123
931,9.95,0,177.00,0.0123
932,9.95,0,177.00,0.0123
933,9.95,0,177.00,0.0123
934,9.95,0,177.00,0.0123
935,9.95,0,177.00,0.0123
936,9.95,0,177.00,0.0123
937,9.95,0,177.00,0.0123
938,9.95,0,177.00,0.0123
939,9.95,0,177.00,0.0123
940,9.95,0,177.00,0.0123
941,9.95,0,177.00,0.0123
942,9.95,0,177.00,0.0123
943,9.95,0,177.00,0.0123
944,9.95,0,177.00,0.0123
945,9.95,0,177.00,0.0123
946,9.95,0,177.00,0.0123
947,9.95,0,177.00,0.0123
948,9.95,0,177.00,0.0123
949,9.95,0,177.00,0.0123
950,9.95,0,177.00,0.0123
951,9.95,0,177.00,0.0123
952,9.95,0,177.00,0.0123
953,9.95,0,177.00,0.0123
954,9.95,0,177.00,0.0123
955,9.95,0,177.00,0.0123
956,9.95,0,177.00,0.0123
957,9.95,0,177.00,0.0123
958,9.95,0,177.00,0.0123
959,9.95,0,177.00,0.0123
960,9.95,0,177.00,0.0123
961,9.95,0,177.00,0.0123
962,9.95,0,177.00,0.0123
963,9.95,0,177.00,0.0123
964,9.95,0,177.00,0.0123
965,9.95,0,177.00,0.0123
966,9.95,0,177.00,0.0123
967,9.95,0,177.00,0.0123
968,9.95,0,177.00,0.0123
969,9.95,0,177.00,0.0123
970,9.95,0,177.00,0.0123
971,9.95,0,177.00,0.0123
972,9.95,0,177.00,0.0123
973,9.95,0,177.00,0.0123
974,9.95,0,177.00,0.0123
975,9.95,0,177.00,0.0123
976,9.95,0,177.00,0.0123
977,9.95,0,177.00,0.0123
978,9.95,0,177.00,0.0123
979,9.95,0,177.00,0.0123
980,9.95,0,177.00,0.0123
981,9.95,0,177.00,0.0123
982,9.95,0,177.00,0.0123
983,9.95,0,177.00,0.0123
984,9.95,0,177.00,0.0123
985,9.95,0,177.00,0.0123
986,9.95,0,177.00,0.0123
987,9.95,0,177.00,0.0123
988,9.95,0,177.00,0.0123
989,9.95,0,177.00,0.0123
990,9.95,0,177.00,0.0123
991,9.95,0,177.00,0.0123
992,9.95,0,177.00,0.0123
993,9.95,0,177.00,0.0123
994,9.95,0,177.00,0.0123
995,9.95,0,177.00,0.0123
996,9.95,0,177.00,0.0123
997,9.95,0,177.00,0.0123
998,9.95,0,177.00,0.0123
999,9.95,0,177.00,0.0123
